Date,Facility,,,,Military,Total,Civil,Military,Total,
,,Carrier,Taxi,Aviation,,,,,,Operations
Mar-2015,CCR,0,295,"4,141",21,"4,457","6,076",6,"6,082","10,539"
Mar-2015,CHD,0,160,"7,864",4,"8,028","13,741",0,"13,741","21,769"
Mar-2015,CIC,0,508,"1,925",54,"2,487",604,186,790,"3,277"
Mar-2015,CMA,0,235,"7,200",29,"7,464","6,106",29,"6,135","13,599"
Mar-2015,CNO,5,29,"6,065",78,"6,177","7,785",276,"8,061","14,238"
Mar-2015,CRQ,0,"1,006","6,894",86,"7,986","3,854",25,"3,879","11,865"
Mar-2015,DVT,1,548,"13,170",35,"13,754","20,968",0,"20,968","34,722"
Mar-2015,EMT,6,46,"3,523",4,"3,579","6,100",0,"6,100","9,679"
Mar-2015,FAT,928,"1,471","3,882",427,"6,708","2,830",136,"2,966","9,674"
Mar-2015,FFZ,0,"4,821","5,256",170,"10,247","14,923",8,"14,931","25,178"
Mar-2015,FLG,0,"1,014","1,678",151,"2,843","1,110",136,"1,246","4,089"
Mar-2015,FUL,0,7,"3,753",0,"3,760","1,709",0,"1,709","5,469"
Mar-2015,GCN,0,"5,910",282,68,"6,260",127,2,129,"6,389"
Mar-2015,GEU,0,67,"2,424",1,"2,492","4,235",0,"4,235","6,727"
Mar-2015,GSN,442,"2,659","2,674",5,"5,780",0,0,0,"5,780"
Mar-2015,GUM,"2,042",185,"1,751",5,"3,983","1,453",10,"1,463","5,446"
Mar-2015,GYR,6,654,"3,399",360,"4,419","5,961",41,"6,002","10,421"
Mar-2015,HHR,0,664,"4,696",72,"5,432","2,940",0,"2,940","8,372"
Mar-2015,HND,0,"1,999","4,294",51,"6,344","1,588",1,"1,589","7,933"
