Date,Facility,,,,Military,Total,Civil,Military,Total,
,,Carrier,Taxi,Aviation,,,,,,Operations
Nov-2017,HSA,1,16,558,"1,002","1,577",638,984,"1,622","3,199"
Nov-2017,HSV,960,745,"1,201",748,"3,654",378,522,900,"4,554"
Nov-2017,HWO,0,0,"6,966",1,"6,967","14,150",0,"14,150","21,117"
Nov-2017,HXD,0,419,"1,671",43,"2,133",100,6,106,"2,239"
Nov-2017,ILM,603,850,"2,216",555,"4,224",795,207,"1,002","5,226"
Nov-2017,INT,6,703,"2,033",29,"2,771","1,389",20,"1,409","4,180"
Nov-2017,ISM,2,446,"5,134",2,"5,584","3,184",0,"3,184","8,768"
Nov-2017,ISO,3,83,430,253,769,483,664,"1,147","1,916"
Nov-2017,JAN,788,745,666,566,"2,765",68,"1,668","1,736","4,501"
Nov-2017,JAX,"4,772","1,129","1,165",345,"7,411",63,238,301,"7,712"
Nov-2017,JQF,191,398,"2,755",36,"3,380","1,834",16,"1,850","5,230"
Nov-2017,LAL,0,106,"5,531",122,"5,759","5,410",189,"5,599","11,358"
Nov-2017,LEE,0,81,"2,631",10,"2,722","1,865",2,"1,867","4,589"
Nov-2017,LEX,"1,007","1,526","2,624",81,"5,238",396,20,416,"5,654"
Nov-2017,LOU,0,127,"2,895",17,"3,039","3,080",2,"3,082","6,121"
Nov-2017,LUK,0,"1,219","2,787",40,"4,046","1,954",6,"1,960","6,006"
Nov-2017,LZU,0,495,"3,588",32,"4,115","3,538",2,"3,540","7,655"
Nov-2017,MCN,9,151,922,19,"1,101",186,4,190,"1,291"
Nov-2017,MCO,"24,957","1,294","1,309",61,"27,621",0,0,0,"27,621"
Nov-2017,MEI,2,282,"1,018","1,766","3,068",474,"1,338","1,812","4,880"
Nov-2017,MEM,"15,938","1,189","1,723",146,"18,996",6,0,6,"19,002"
Nov-2017,MGM,176,649,"1,320","1,518","3,663","1,406",886,"2,292","5,955"
Nov-2017,MIA,"29,696","3,363","1,653",98,"34,810",0,0,0,"34,810"
Nov-2017,MKL,0,137,754,98,989,264,166,430,"1,419"
Nov-2017,MLB,263,463,"5,063",62,"5,851","1,542",43,"1,585","7,436"
Nov-2017,MOB,459,671,563,"3,213","4,906",398,"1,602","2,000","6,906"
Nov-2017,MQY,59,453,"2,936",190,"3,638","2,966",200,"3,166","6,804"
Nov-2017,MYR,"1,341","1,567","1,283",304,"4,495",631,137,768,"5,263"
Nov-2017,NQA,12,21,"1,059",63,"1,155","1,168",38,"1,206","2,361"
Nov-2017,OCF,0,73,"4,050",71,"4,194","1,630",12,"1,642","5,836"
Nov-2017,OLV,0,480,"1,716",39,"2,235","1,614",26,"1,640","3,875"
Nov-2017,OMN,0,0,"4,919",0,"4,919","4,447",0,"4,447","9,366"
Nov-2017,OPF,1,"1,037","7,345",460,"8,843","3,227",331,"3,558","12,401"
Nov-2017,ORL,2,841,"4,766",7,"5,616","2,656",0,"2,656","8,272"
Nov-2017,OWB,16,209,625,125,975,349,48,397,"1,372"
Nov-2017,PAH,0,280,"1,073",79,"1,432",344,26,370,"1,802"
