,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Date,Facility,,,,Military,Total,Civil,Military,Total,,,,,,,,,,,,
,,Carrier,Taxi,Aviation,,,,,,Operations,,,,,,,,,,,
Apr-1998,MWC,0,0,"4,344",12,"4,356","2,538",0,"2,538","6,894",,,,,,,,,,,
Apr-1998,ORD,"62,705","8,611","3,125",158,"74,599",0,0,0,"74,599",,,,,,,,,,,
Apr-1998,OSH,4,297,"3,244",75,"3,620","4,353",102,"4,455","8,075",,,,,,,,,,,
Apr-1998,OSU,0,195,"6,889",26,"7,110","6,846",0,"6,846","13,956",,,,,,,,,,,
Apr-1998,OWB,224,51,"2,414",69,"2,758","1,378",56,"1,434","4,192",,,,,,,,,,,
Apr-1998,PIA,"1,059","1,548","3,163",802,"6,572","1,568",444,"2,012","8,584",,,,,,,,,,,
Apr-1998,PTK,28,667,"16,091",9,"16,795","16,582",0,"16,582","33,377",,,,,,,,,,,
Apr-1998,PWK,0,169,"10,973",0,"11,142","3,973",0,"3,973","15,115",,,,,,,,,,,
Apr-1998,RAP,224,"1,124","1,910",145,"3,403","1,880",192,"2,072","5,475",,,,,,,,,,,
Apr-1998,RFD,"1,112",676,"3,250",18,"5,056","2,964",72,"3,036","8,092",,,,,,,,,,,
Apr-1998,RST,703,388,"2,133",141,"3,365","1,827",454,"2,281","5,646",,,,,,,,,,,
Apr-1998,SBN,"1,388","1,444","2,326",0,"5,158","1,482",0,"1,482","6,640",,,,,,,,,,,
Apr-1998,SPI,9,"1,965","3,800",314,"6,088","1,819",172,"1,991","8,079",,,,,,,,,,,
Apr-1998,STP,0,440,"8,963",133,"9,536","4,297",54,"4,351","13,887",,,,,,,,,,,
Apr-1998,TOL,"2,459","1,418","2,626",110,"6,613","1,025",85,"1,110","7,723",,,,,,,,,,,
Apr-1998,TVC,144,"1,590","3,333",440,"5,507","5,457",564,"6,021","11,528",,,,,,,,,,,
Apr-1998,UGN,0,70,"3,493",27,"3,590","3,949",0,"3,949","7,539",,,,,,,,,,,
Apr-1998,YIP,804,"2,315","4,414",16,"7,549","7,101",10,"7,111","14,660",,,,,,,,,,,
Apr-1998,YNG,168,720,"2,635",989,"4,512","3,106","2,152","5,258","9,770",,,,,,,,,,,
May-1998,ANE,0,479,"7,061",47,"7,587","9,324",38,"9,362","16,949",,,,,,,,,,,
May-1998,ARB,0,65,"4,411",0,"4,476","7,307",0,"7,307","11,783",,,,,,,,,,,
May-1998,ARR,0,25,"5,136",10,"5,171","7,857",8,"7,865","13,036",,,,,,,,,,,
May-1998,ATW,649,"1,411","2,079",4,"4,143","1,494",24,"1,518","5,661",,,,,,,,,,,
May-1998,AZO,615,"1,495","3,187",6,"5,303","3,000",2,"3,002","8,305",,,,,,,,,,,
May-1998,BIS,201,895,"2,187",212,"3,495","1,081",200,"1,281","4,776",,,,,,,,,,,
May-1998,BKL,2,507,"4,473",21,"5,003","3,600",2,"3,602","8,605",,,,,,,,,,,
May-1998,BMI,156,"1,021","2,889",4,"4,070","2,741",12,"2,753","6,823",,,,,,,,,,,
May-1998,BTL,0,71,"4,350",435,"4,856","4,298",78,"4,376","9,232",,,,,,,,,,,
May-1998,CAK,847,"1,799","4,651",297,"7,594","1,888",600,"2,488","10,082",,,,,,,,,,,
May-1998,CGF,0,229,"4,501",6,"4,736","2,564",0,"2,564","7,300",,,,,,,,,,,
May-1998,CGX,0,291,"4,027",11,"4,329",419,18,437,"4,766",,,,,,,,,,,
May-1998,CLE,"13,045","10,248","2,704",234,"26,231",70,0,70,"26,301",,,,,,,,,,,
May-1998,CMH,"7,067","5,528","4,127",19,"16,741","3,332",10,"3,342","20,083",,,,,,,,,,,
May-1998,CMI,121,"1,282","3,458",21,"4,882","7,938",0,"7,938","12,820",,,,,,,,,,,
May-1998,CPS,0,411,"5,138",33,"5,582","8,892",2,"8,894","14,476",,,,,,,,,,,
May-1998,CWA,"1,113",765,864,67,"2,809",420,174,594,"3,403",,,,,,,,,,,
May-1998,DAY,"5,523","3,134","3,761",226,"12,644",614,0,614,"13,258",,,,,,,,,,,
May-1998,DEC,0,361,"2,278",210,"2,849","1,923",268,"2,191","5,040",,,,,,,,,,,
May-1998,DET,410,818,"6,288",7,"7,523","4,670",0,"4,670","12,193",,,,,,,,,,,
May-1998,DLH,351,508,"2,110",410,"3,379","1,387",561,"1,948","5,327",,,,,,,,,,,
May-1998,DPA,0,72,"11,726",2,"11,800","9,089",1,"9,090","20,890",,,,,,,,,,,
May-1998,DTW,"27,810","9,454","8,178",185,"45,627",0,0,0,"45,627",,,,,,,,,,,
May-1998,ENW,0,58,"5,140",22,"5,220","2,220",0,"2,220","7,440",,,,,,,,,,,
May-1998,EVV,32,"2,953","3,288",11,"6,284","2,457",0,"2,457","8,741",,,,,,,,,,,
May-1998,FAR,457,742,"3,182",343,"4,724","2,510",252,"2,762","7,486",,,,,,,,,,,
May-1998,FCM,0,213,"10,638",10,"10,861","10,376",0,"10,376","21,237",,,,,,,,,,,
May-1998,FNT,524,"1,311","3,163",18,"5,016","8,344",76,"8,420","13,436",,,,,,,,,,,
May-1998,FSD,912,"1,888","3,098",300,"6,198","1,762",194,"1,956","8,154",,,,,,,,,,,
May-1998,FWA,"1,165","2,058","3,118",255,"6,596","2,107",254,"2,361","8,957",,,,,,,,,,,
May-1998,GFK,250,667,"6,087",32,"7,036","9,477",2,"9,479","16,515",,,,,,,,,,,
May-1998,GRB,996,769,"1,196",31,"2,992","2,600",0,"2,600","5,592",,,,,,,,,,,
May-1998,GRR,"1,924","3,116","4,569",51,"9,660","1,618",63,"1,681","11,341",,,,,,,,,,,
May-1998,GYY,12,64,"2,276",4,"2,356","3,364",0,"3,364","5,720",,,,,,,,,,,
May-1998,HUF,522,213,"1,669",329,"2,733","1,370",246,"1,616","4,349",,,,,,,,,,,
May-1998,IND,"7,348","7,584","5,309",232,"20,473",123,0,123,"20,596",,,,,,,,,,,
May-1998,JVL,96,663,"3,488",30,"4,277","1,976",10,"1,986","6,263",,,,,,,,,,,
May-1998,JXN,0,56,"3,235",8,"3,299","2,072",26,"2,098","5,397",,,,,,,,,,,
May-1998,LAF,49,413,"4,947",0,"5,409","7,771",0,"7,771","13,180",,,,,,,,,,,
May-1998,LAN,636,"2,764","3,375",123,"6,898","1,996",160,"2,156","9,054",,,,,,,,,,,
May-1998,LSE,114,788,"2,017",32,"2,951","1,402",5,"1,407","4,358",,,,,,,,,,,
May-1998,MBS,662,958,"1,679",49,"3,348",633,69,702,"4,050",,,,,,,,,,,
May-1998,MDH,2,0,"2,736",6,"2,744","5,707",0,"5,707","8,451",,,,,,,,,,,
May-1998,MDW,"11,514","3,769","8,428",145,"23,856",39,0,39,"23,895",,,,,,,,,,,
May-1998,MFD,2,879,"2,005",383,"3,269",806,294,"1,100","4,369",,,,,,,,,,,
May-1998,MIC,0,4,"7,133",8,"7,145","9,092",6,"9,098","16,243",,,,,,,,,,,
May-1998,MKE,"6,940","6,374","4,154",490,"17,958",750,0,750,"18,708",,,,,,,,,,,
May-1998,MKG,4,"1,058","4,010",252,"5,324","2,936",388,"3,324","8,648",,,,,,,,,,,
May-1998,MLI,"1,021",969,"2,434",122,"4,546","1,704",114,"1,818","6,364",,,,,,,,,,,
May-1998,MOT,129,408,992,37,"1,566","1,148",110,"1,258","2,824",,,,,,,,,,,
May-1998,MSN,"1,382","1,417","5,247",430,"8,476","4,252",178,"4,430","12,906",,,,,,,,,,,
May-1998,MSP,"24,878","10,334","5,154",316,"40,682",0,0,0,"40,682",,,,,,,,,,,
May-1998,MWA,8,292,"1,129",1,"1,430","1,952",0,"1,952","3,382",,,,,,,,,,,
May-1998,MWC,0,2,"5,044",8,"5,054","3,148",12,"3,160","8,214",,,,,,,,,,,
May-1998,ORD,"62,747","8,607","3,100",149,"74,603",0,0,0,"74,603",,,,,,,,,,,
May-1998,OSH,2,311,"3,112",63,"3,488","5,440",72,"5,512","9,000",,,,,,,,,,,
May-1998,OSU,0,148,"6,921",36,"7,105","5,950",0,"5,950","13,055",,,,,,,,,,,
May-1998,OWB,236,51,"2,879",80,"3,246","2,058",80,"2,138","5,384",,,,,,,,,,,
May-1998,PIA,"1,096","1,478","3,319",627,"6,520","1,612",268,"1,880","8,400",,,,,,,,,,,
May-1998,PTK,35,747,"16,211",6,"16,999","15,558",0,"15,558","32,557",,,,,,,,,,,
May-1998,PWK,0,187,"12,815",5,"13,007","5,592",0,"5,592","18,599",,,,,,,,,,,
May-1998,RAP,254,938,"1,919",262,"3,373","1,497",230,"1,727","5,100",,,,,,,,,,,
May-1998,RFD,"1,020",688,"3,547",19,"5,274","4,080",116,"4,196","9,470",,,,,,,,,,,
May-1998,RST,697,413,"2,277",105,"3,492","1,648",474,"2,122","5,614",,,,,,,,,,,
May-1998,SBN,"1,341","1,392","2,329",0,"5,062","1,894",0,"1,894","6,956",,,,,,,,,,,
May-1998,SPI,18,"1,805","3,769",482,"6,074","2,262",332,"2,594","8,668",,,,,,,,,,,
May-1998,STP,0,422,"9,593",307,"10,322","3,780",150,"3,930","14,252",,,,,,,,,,,
May-1998,TOL,"2,441","1,456","2,671",221,"6,789","1,094",370,"1,464","8,253",,,,,,,,,,,
May-1998,TVC,167,"2,009","3,647",239,"6,062","4,288",833,"5,121","11,183",,,,,,,,,,,
May-1998,UGN,0,85,"3,764",30,"3,879","4,047",0,"4,047","7,926",,,,,,,,,,,
May-1998,YIP,892,"2,756","4,840",10,"8,498","8,027",0,"8,027","16,525",,,,,,,,,,,
May-1998,YNG,170,871,"2,931",960,"4,932","3,434","2,252","5,686","10,618",,,,,,,,,,,
Jun-1998,ANE,0,562,"5,239",6,"5,807","7,147",6,"7,153","12,960",,,,,,,,,,,
Jun-1998,ARB,0,59,"4,106",0,"4,165","7,840",0,"7,840","12,005",,,,,,,,,,,
Jun-1998,ARR,0,41,"5,551",12,"5,604","7,501",0,"7,501","13,105",,,,,,,,,,,
Jun-1998,ATW,673,"1,447","2,073",2,"4,195","1,636",6,"1,642","5,837",,,,,,,,,,,
Jun-1998,AZO,586,"1,531","3,454",14,"5,585","3,159",12,"3,171","8,756",,,,,,,,,,,
Jun-1998,BIS,202,919,"2,128",226,"3,475","1,027",142,"1,169","4,644",,,,,,,,,,,
Jun-1998,BKL,3,609,"4,331",16,"4,959","3,332",0,"3,332","8,291",,,,,,,,,,,
Jun-1998,BMI,165,"1,044","2,837",2,"4,048","1,788",0,"1,788","5,836",,,,,,,,,,,
Jun-1998,BTL,0,83,"4,443",404,"4,930","4,078",78,"4,156","9,086",,,,,,,,,,,
Jun-1998,CAK,808,"1,716","4,306",388,"7,218","1,579",542,"2,121","9,339",,,,,,,,,,,
Jun-1998,CGF,0,225,"4,182",0,"4,407","1,896",2,"1,898","6,305",,,,,,,,,,,
Jun-1998,CGX,0,332,"4,080",6,"4,418",388,2,390,"4,808",,,,,,,,,,,
Jun-1998,CLE,"12,965","10,060","2,769",204,"25,998",2,0,2,"26,000",,,,,,,,,,,
Jun-1998,CMH,"7,353","5,732","4,105",45,"17,235","3,534",44,"3,578","20,813",,,,,,,,,,,
Jun-1998,CMI,42,"1,345","2,642",10,"4,039","4,378",0,"4,378","8,417",,,,,,,,,,,
Jun-1998,CPS,0,478,"4,653",28,"5,159","7,695",14,"7,709","12,868",,,,,,,,,,,
Jun-1998,CWA,"1,002",655,915,47,"2,619",328,122,450,"3,069",,,,,,,,,,,
Jun-1998,DAY,"5,585","3,376","3,786",188,"12,935",382,16,398,"13,333",,,,,,,,,,,
Jun-1998,DEC,0,381,"2,325",333,"3,039","1,742",513,"2,255","5,294",,,,,,,,,,,
Jun-1998,DET,426,893,"5,766",1,"7,086","6,099",0,"6,099","13,185",,,,,,,,,,,
Jun-1998,DLH,347,528,"2,148",382,"3,405","1,460",532,"1,992","5,397",,,,,,,,,,,
Jun-1998,DPA,0,50,"11,581",2,"11,633","7,135",0,"7,135","18,768",,,,,,,,,,,
Jun-1998,DTW,"28,684","9,907","7,435",181,"46,207",0,0,0,"46,207",,,,,,,,,,,
Jun-1998,ENW,0,92,"5,316",5,"5,413","2,299",0,"2,299","7,712",,,,,,,,,,,
Jun-1998,EVV,63,"2,689","3,722",13,"6,487","2,581",0,"2,581","9,068",,,,,,,,,,,
Jun-1998,FAR,393,915,"2,915",399,"4,622","2,456",260,"2,716","7,338",,,,,,,,,,,
Jun-1998,FCM,0,220,"9,981",0,"10,201","10,706",0,"10,706","20,907",,,,,,,,,,,
Jun-1998,FNT,551,"1,337","3,464",6,"5,358","8,367",14,"8,381","13,739",,,,,,,,,,,
Jun-1998,FSD,939,"1,891","3,285",359,"6,474","1,727",270,"1,997","8,471",,,,,,,,,,,
Jun-1998,FWA,"1,035","2,026","3,235",265,"6,561","1,811",306,"2,117","8,678",,,,,,,,,,,
Jun-1998,GFK,255,692,"6,781",18,"7,746","11,159",0,"11,159","18,905",,,,,,,,,,,
Jun-1998,GRB,906,793,"1,332",19,"3,050","2,289",0,"2,289","5,339",,,,,,,,,,,
Jun-1998,GRR,"2,024","3,191","4,695",14,"9,924","1,870",0,"1,870","11,794",,,,,,,,,,,
Jun-1998,GYY,12,37,"2,562",10,"2,621","3,848",2,"3,850","6,471",,,,,,,,,,,
Jun-1998,HUF,570,246,"1,459",569,"2,844","1,485",396,"1,881","4,725",,,,,,,,,,,
Jun-1998,IND,"6,522","8,658","4,753",237,"20,170",199,0,199,"20,369",,,,,,,,,,,
Jun-1998,JVL,33,597,"3,301",34,"3,965","1,762",0,"1,762","5,727",,,,,,,,,,,
Jun-1998,JXN,0,35,"3,329",22,"3,386","2,630",0,"2,630","6,016",,,,,,,,,,,
Jun-1998,LAF,0,377,"4,748",1,"5,126","7,499",0,"7,499","12,625",,,,,,,,,,,
Jun-1998,LAN,595,"2,866","3,847",75,"7,383","2,750",102,"2,852","10,235",,,,,,,,,,,
Jun-1998,LSE,122,789,"2,017",88,"3,016","1,236",137,"1,373","4,389",,,,,,,,,,,
Jun-1998,MBS,601,"1,020","1,676",17,"3,314","1,038",58,"1,096","4,410",,,,,,,,,,,
Jun-1998,MDH,0,13,"2,382",2,"2,397","5,100",0,"5,100","7,497",,,,,,,,,,,
Jun-1998,MDW,"11,814","3,959","8,191",84,"24,048",41,0,41,"24,089",,,,,,,,,,,
Jun-1998,MFD,0,803,"2,032",462,"3,297",882,271,"1,153","4,450",,,,,,,,,,,
Jun-1998,MIC,0,15,"7,022",1,"7,038","10,590",0,"10,590","17,628",,,,,,,,,,,
Jun-1998,MKE,"6,988","6,935","3,998",417,"18,338",740,0,740,"19,078",,,,,,,,,,,
Jun-1998,MKG,0,"1,039","4,114",213,"5,366","2,768",320,"3,088","8,454",,,,,,,,,,,
Jun-1998,MLI,968,"1,022","2,529",93,"4,612","1,295",148,"1,443","6,055",,,,,,,,,,,
Jun-1998,MOT,136,414,"1,110",51,"1,711","1,375",116,"1,491","3,202",,,,,,,,,,,
Jun-1998,MSN,"1,323","1,464","5,022",502,"8,311","4,252",206,"4,458","12,769",,,,,,,,,,,
Jun-1998,MSP,"25,053","9,784","6,153",314,"41,304",0,0,0,"41,304",,,,,,,,,,,
Jun-1998,MWA,2,234,"1,203",9,"1,448","1,891",4,"1,895","3,343",,,,,,,,,,,
Jun-1998,MWC,0,0,"5,720",0,"5,720","2,909",0,"2,909","8,629",,,,,,,,,,,
Jun-1998,ORD,"60,897","9,969","2,953",123,"73,942",0,0,0,"73,942",,,,,,,,,,,
Jun-1998,OSH,0,313,"3,382",42,"3,737","9,627",40,"9,667","13,404",,,,,,,,,,,
Jun-1998,OSU,0,173,"5,579",52,"5,804","3,727",6,"3,733","9,537",,,,,,,,,,,
Jun-1998,OWB,213,53,"3,300",89,"3,655","2,304",148,"2,452","6,107",,,,,,,,,,,
Jun-1998,PIA,922,"1,507","2,806",661,"5,896","1,636",376,"2,012","7,908",,,,,,,,,,,
Jun-1998,PTK,16,727,"15,008",8,"15,759","13,104",0,"13,104","28,863",,,,,,,,,,,
Jun-1998,PWK,0,247,"13,103",1,"13,351","4,984",0,"4,984","18,335",,,,,,,,,,,
Jun-1998,RAP,315,"1,011","2,104",209,"3,639","1,279",199,"1,478","5,117",,,,,,,,,,,
Jun-1998,RFD,"1,100",682,"3,652",25,"5,459","4,408",110,"4,518","9,977",,,,,,,,,,,
Jun-1998,RST,695,405,"2,258",114,"3,472","2,732",473,"3,205","6,677",,,,,,,,,,,
Jun-1998,SBN,"1,482","1,450","2,468",0,"5,400","2,453",0,"2,453","7,853",,,,,,,,,,,
Jun-1998,SPI,10,"1,771","3,519",394,"5,694","2,544",326,"2,870","8,564",,,,,,,,,,,
Jun-1998,STP,0,382,"8,925",283,"9,590","4,275",213,"4,488","14,078",,,,,,,,,,,
Jun-1998,TOL,"2,318","1,462","2,583",293,"6,656","1,435",631,"2,066","8,722",,,,,,,,,,,
Jun-1998,TVC,342,"1,911","4,299",268,"6,820","4,676",580,"5,256","12,076",,,,,,,,,,,
Jun-1998,UGN,0,64,"3,758",20,"3,842","4,474",12,"4,486","8,328",,,,,,,,,,,
Jun-1998,YIP,958,"3,067","4,179",0,"8,204","7,959",0,"7,959","16,163",,,,,,,,,,,
Jun-1998,YNG,147,801,"2,775",827,"4,550","2,965","1,840","4,805","9,355",,,,,,,,,,,
Jul-1998,ANE,0,528,"6,473",20,"7,021","8,331",34,"8,365","15,386",,,,,,,,,,,
Jul-1998,ARB,0,53,"4,964",0,"5,017","8,410",0,"8,410","13,427",,,,,,,,,,,
Jul-1998,ARR,0,26,"5,819",5,"5,850","8,419",10,"8,429","14,279",,,,,,,,,,,
Jul-1998,ATW,731,"1,395","3,458",2,"5,586","1,662",8,"1,670","7,256",,,,,,,,,,,
Jul-1998,AZO,675,"1,493","4,318",26,"6,512","5,349",0,"5,349","11,861",,,,,,,,,,,
Jul-1998,BIS,218,"1,122","2,736",216,"4,292","1,310",292,"1,602","5,894",,,,,,,,,,,
Jul-1998,BKL,1,581,"4,677",52,"5,311","3,152",0,"3,152","8,463",,,,,,,,,,,
Jul-1998,BMI,208,"1,121","3,218",1,"4,548","1,784",0,"1,784","6,332",,,,,,,,,,,
Jul-1998,BTL,0,68,"6,590",468,"7,126","2,714",354,"3,068","10,194",,,,,,,,,,,
Jul-1998,CAK,864,"1,985","5,661",367,"8,877","2,644",506,"3,150","12,027",,,,,,,,,,,
Jul-1998,CGF,0,256,"4,909",10,"5,175","2,534",0,"2,534","7,709",,,,,,,,,,,
Jul-1998,CGX,0,312,"4,565",6,"4,883",288,8,296,"5,179",,,,,,,,,,,
Jul-1998,CLE,"13,595","10,434","3,297",224,"27,550",44,0,44,"27,594",,,,,,,,,,,
Jul-1998,CMH,"7,454","6,037","4,759",70,"18,320","4,942",8,"4,950","23,270",,,,,,,,,,,
Jul-1998,CMI,98,"1,252","3,427",11,"4,788","8,224",12,"8,236","13,024",,,,,,,,,,,
Jul-1998,CPS,0,664,"4,711",71,"5,446","7,980",92,"8,072","13,518",,,,,,,,,,,
Jul-1998,CWA,"1,057",764,"1,059",88,"2,968",562,92,654,"3,622",,,,,,,,,,,
Jul-1998,DAY,"5,659","3,426","4,398",301,"13,784",660,80,740,"14,524",,,,,,,,,,,
Jul-1998,DEC,0,389,"2,679",301,"3,369","1,986",259,"2,245","5,614",,,,,,,,,,,
Jul-1998,DET,444,617,"6,421",10,"7,492","4,783",0,"4,783","12,275",,,,,,,,,,,
Jul-1998,DLH,362,579,"2,957",546,"4,444","2,134",888,"3,022","7,466",,,,,,,,,,,
Jul-1998,DPA,0,106,"14,448",8,"14,562","10,886",4,"10,890","25,452",,,,,,,,,,,
Jul-1998,DTW,"30,458","10,244","8,472",197,"49,371",0,0,0,"49,371",,,,,,,,,,,
Jul-1998,ENW,0,173,"9,630",8,"9,811","2,610",0,"2,610","12,421",,,,,,,,,,,
Jul-1998,EVV,66,"2,696","3,218",22,"6,002","2,341",6,"2,347","8,349",,,,,,,,,,,
Jul-1998,FAR,459,772,"3,598",426,"5,255","2,635",593,"3,228","8,483",,,,,,,,,,,
Jul-1998,FCM,0,294,"12,048",4,"12,346","11,522",18,"11,540","23,886",,,,,,,,,,,
Jul-1998,FNT,562,"1,315","3,582",25,"5,484","12,198",95,"12,293","17,777",,,,,,,,,,,
Jul-1998,FSD,964,"2,060","3,742",477,"7,243","2,204",448,"2,652","9,895",,,,,,,,,,,
Jul-1998,FWA,"1,126","1,986","3,592",196,"6,900","2,806",303,"3,109","10,009",,,,,,,,,,,
Jul-1998,GFK,278,680,"6,975",12,"7,945","10,610",0,"10,610","18,555",,,,,,,,,,,
Jul-1998,GRB,882,855,"1,482",51,"3,270","3,462",0,"3,462","6,732",,,,,,,,,,,
Jul-1998,GRR,"2,194","3,398","5,054",34,"10,680","2,554",86,"2,640","13,320",,,,,,,,,,,
Jul-1998,GYY,22,14,"2,926",13,"2,975","4,493",9,"4,502","7,477",,,,,,,,,,,
Jul-1998,HUF,585,252,"2,193",576,"3,606","1,806",504,"2,310","5,916",,,,,,,,,,,
Jul-1998,IND,"7,075","8,950","4,949",211,"21,185",146,0,146,"21,331",,,,,,,,,,,
Jul-1998,JVL,2,425,"4,456",56,"4,939","1,574",11,"1,585","6,524",,,,,,,,,,,
Jul-1998,JXN,0,25,"3,663",82,"3,770","3,067",55,"3,122","6,892",,,,,,,,,,,
Jul-1998,LAF,0,412,"4,680",0,"5,092","6,690",0,"6,690","11,782",,,,,,,,,,,
Jul-1998,LAN,599,"2,624","4,414",135,"7,772","3,991",228,"4,219","11,991",,,,,,,,,,,
Jul-1998,LSE,87,866,"2,443",44,"3,440","1,500",26,"1,526","4,966",,,,,,,,,,,
Jul-1998,MBS,666,"1,003","2,189",39,"3,897","1,098",94,"1,192","5,089",,,,,,,,,,,
Jul-1998,MDH,0,6,"2,078",18,"2,102","4,402",12,"4,414","6,516",,,,,,,,,,,
Jul-1998,MDW,"11,982","3,937","8,148",127,"24,194",72,0,72,"24,266",,,,,,,,,,,
Jul-1998,MFD,0,657,"2,441",449,"3,547",870,374,"1,244","4,791",,,,,,,,,,,
Jul-1998,MIC,0,11,"8,573",0,"8,584","13,719",0,"13,719","22,303",,,,,,,,,,,
Jul-1998,MKE,"7,376","6,977","4,584",531,"19,468",790,0,790,"20,258",,,,,,,,,,,
Jul-1998,MKG,3,"1,202","4,556",351,"6,112","2,698",626,"3,324","9,436",,,,,,,,,,,
Jul-1998,MLI,980,"1,128","3,097",200,"5,405","1,904",208,"2,112","7,517",,,,,,,,,,,
Jul-1998,MOT,141,444,"1,481",16,"2,082","1,574",96,"1,670","3,752",,,,,,,,,,,
Jul-1998,MSN,"1,437","1,398","6,450",459,"9,744","4,828",248,"5,076","14,820",,,,,,,,,,,
Jul-1998,MSP,"27,145","10,714","6,208",355,"44,422",0,0,0,"44,422",,,,,,,,,,,
Jul-1998,MWA,2,357,"1,189",17,"1,565","2,320",0,"2,320","3,885",,,,,,,,,,,
Jul-1998,MWC,0,3,"6,269",2,"6,274","2,325",20,"2,345","8,619",,,,,,,,,,,
Jul-1998,ORD,"65,430","9,457","3,248",157,"78,292",0,0,0,"78,292",,,,,,,,,,,
Jul-1998,OSH,0,246,"2,992",40,"3,278","7,858",90,"7,948","11,226",,,,,,,,,,,
Jul-1998,OSU,0,152,"6,667",56,"6,875","4,314",2,"4,316","11,191",,,,,,,,,,,
Jul-1998,OWB,222,67,"3,178",65,"3,532","1,650",60,"1,710","5,242",,,,,,,,,,,
Jul-1998,PIA,904,"1,740","3,231",620,"6,495","3,068",334,"3,402","9,897",,,,,,,,,,,
Jul-1998,PTK,0,448,"16,690",8,"17,146","16,064",0,"16,064","33,210",,,,,,,,,,,
Jul-1998,PWK,0,240,"14,826",4,"15,070","5,412",0,"5,412","20,482",,,,,,,,,,,
Jul-1998,RAP,378,"1,105","2,679",158,"4,320","1,386",167,"1,553","5,873",,,,,,,,,,,
Jul-1998,RFD,"1,159",661,"4,630",57,"6,507","5,346",118,"5,464","11,971",,,,,,,,,,,
Jul-1998,RST,707,513,"3,120",130,"4,470","2,803",466,"3,269","7,739",,,,,,,,,,,
Jul-1998,SBN,"1,501","1,511","2,533",0,"5,545","2,492",0,"2,492","8,037",,,,,,,,,,,
Jul-1998,SPI,29,"1,780","3,960",621,"6,390","3,171",600,"3,771","10,161",,,,,,,,,,,
Jul-1998,STP,0,479,"10,554",318,"11,351","5,575",204,"5,779","17,130",,,,,,,,,,,
Jul-1998,TOL,"2,483","1,569","3,129",552,"7,733","2,143","1,069","3,212","10,945",,,,,,,,,,,
Jul-1998,TVC,538,"1,823","5,801",586,"8,748","4,714",916,"5,630","14,378",,,,,,,,,,,
Jul-1998,UGN,0,97,"4,487",38,"4,622","5,752",4,"5,756","10,378",,,,,,,,,,,
Jul-1998,YIP,762,"2,541","4,923",5,"8,231","7,615",0,"7,615","15,846",,,,,,,,,,,
Jul-1998,YNG,144,825,"3,708","1,179","5,856","3,854","2,338","6,192","12,048",,,,,,,,,,,
Aug-1998,ANE,0,537,"5,764",26,"6,327","8,500",16,"8,516","14,843",,,,,,,,,,,
Aug-1998,ARB,0,85,"4,295",0,"4,380","7,642",0,"7,642","12,022",,,,,,,,,,,
Aug-1998,ARR,0,9,"5,460",25,"5,494","7,732",12,"7,744","13,238",,,,,,,,,,,
Aug-1998,ATW,709,"1,277","3,326",0,"5,312","1,595",4,"1,599","6,911",,,,,,,,,,,
Aug-1998,AZO,676,"1,420","3,645",11,"5,752","3,583",0,"3,583","9,335",,,,,,,,,,,
Aug-1998,BIS,198,"1,049","2,452",223,"3,922","1,566",315,"1,881","5,803",,,,,,,,,,,
Aug-1998,BKL,1,537,"4,595",15,"5,148","3,628",8,"3,636","8,784",,,,,,,,,,,
Aug-1998,BMI,232,"1,074","3,392",23,"4,721","2,079",0,"2,079","6,800",,,,,,,,,,,
Aug-1998,BTL,0,111,"3,860",214,"4,185","3,288",28,"3,316","7,501",,,,,,,,,,,
Aug-1998,CAK,845,"2,157","5,197",466,"8,665","2,892",759,"3,651","12,316",,,,,,,,,,,
Aug-1998,CGF,0,150,"4,835",16,"5,001","2,530",0,"2,530","7,531",,,,,,,,,,,
Aug-1998,CGX,0,177,"4,169",85,"4,431",354,20,374,"4,805",,,,,,,,,,,
Aug-1998,CLE,"13,216","10,188","2,969",269,"26,642",18,0,18,"26,660",,,,,,,,,,,
Aug-1998,CMH,"7,128","6,039","4,603",81,"17,851","3,842",44,"3,886","21,737",,,,,,,,,,,
Aug-1998,CMI,168,"1,205","2,660",21,"4,054","4,405",14,"4,419","8,473",,,,,,,,,,,
Aug-1998,CPS,0,444,"5,186",46,"5,676","6,639",14,"6,653","12,329",,,,,,,,,,,
Aug-1998,CWA,"1,014",634,782,50,"2,480",548,66,614,"3,094",,,,,,,,,,,
Aug-1998,DAY,"5,551","3,405","4,091",161,"13,208",604,0,604,"13,812",,,,,,,,,,,
Aug-1998,DEC,0,416,"2,222",461,"3,099","1,455",402,"1,857","4,956",,,,,,,,,,,
Aug-1998,DET,439,874,"5,566",6,"6,885","4,333",0,"4,333","11,218",,,,,,,,,,,
Aug-1998,DLH,347,568,"2,708",483,"4,106","2,034","1,031","3,065","7,171",,,,,,,,,,,
Aug-1998,DPA,0,88,"13,229",8,"13,325","8,705",16,"8,721","22,046",,,,,,,,,,,
Aug-1998,DTW,"28,623","9,688","7,539",134,"45,984",0,0,0,"45,984",,,,,,,,,,,
Aug-1998,ENW,0,147,"5,078",2,"5,227","2,171",0,"2,171","7,398",,,,,,,,,,,
