,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Date,Facility,,,,Military,Total,Civil,Military,Total,,,,,,,,,,,,
,,Carrier,Taxi,Aviation,,,,,,Operations,,,,,,,,,,,
Aug-1998,EVV,69,"2,761","2,870",14,"5,714","2,285",0,"2,285","7,999",,,,,,,,,,,
Aug-1998,FAR,499,658,"3,488",488,"5,133","3,459",354,"3,813","8,946",,,,,,,,,,,
Aug-1998,FCM,0,273,"10,940",1,"11,214","10,231",6,"10,237","21,451",,,,,,,,,,,
Aug-1998,FNT,544,"1,325","3,437",16,"5,322","8,692",38,"8,730","14,052",,,,,,,,,,,
Aug-1998,FSD,920,"1,852","3,447",298,"6,517","1,473",287,"1,760","8,277",,,,,,,,,,,
Aug-1998,FWA,"1,037","2,028","3,318",282,"6,665","2,671",375,"3,046","9,711",,,,,,,,,,,
Aug-1998,GFK,245,629,"4,383",63,"5,320","6,728",4,"6,732","12,052",,,,,,,,,,,
Aug-1998,GRB,888,"1,037","1,399",55,"3,379","3,184",0,"3,184","6,563",,,,,,,,,,,
Aug-1998,GRR,"2,158","3,273","4,603",4,"10,038","2,820",0,"2,820","12,858",,,,,,,,,,,
Aug-1998,GYY,12,57,"2,712",22,"2,803","3,998",18,"4,016","6,819",,,,,,,,,,,
Aug-1998,HUF,544,212,"1,927",783,"3,466","1,379",504,"1,883","5,349",,,,,,,,,,,
Aug-1998,IND,"7,036","8,704","4,812",210,"20,762",92,0,92,"20,854",,,,,,,,,,,
Aug-1998,JVL,45,625,"3,958",36,"4,664","2,071",24,"2,095","6,759",,,,,,,,,,,
Aug-1998,JXN,0,27,"3,605",36,"3,668","2,224",18,"2,242","5,910",,,,,,,,,,,
Aug-1998,LAF,0,391,"4,711",7,"5,109","7,066",2,"7,068","12,177",,,,,,,,,,,
Aug-1998,LAN,626,"2,791","4,546",108,"8,071","3,381",202,"3,583","11,654",,,,,,,,,,,
Aug-1998,LSE,111,786,"2,044",18,"2,959","1,137",4,"1,141","4,100",,,,,,,,,,,
Aug-1998,MBS,652,"1,243","2,368",97,"4,360","1,268",176,"1,444","5,804",,,,,,,,,,,
Aug-1998,MDH,0,46,"1,919",41,"2,006","2,952",32,"2,984","4,990",,,,,,,,,,,
Aug-1998,MDW,"12,025","3,821","7,744",141,"23,731",124,4,128,"23,859",,,,,,,,,,,
Aug-1998,MFD,0,469,"2,447",391,"3,307",806,290,"1,096","4,403",,,,,,,,,,,
Aug-1998,MIC,0,8,"6,983",5,"6,996","11,572",2,"11,574","18,570",,,,,,,,,,,
Aug-1998,MKE,"7,272","6,907","4,272",462,"18,913",542,0,542,"19,455",,,,,,,,,,,
Aug-1998,MKG,0,"1,056","4,279",226,"5,561","2,712",620,"3,332","8,893",,,,,,,,,,,
Aug-1998,MLI,"1,027","1,071","2,773",169,"5,040","1,752",158,"1,910","6,950",,,,,,,,,,,
Aug-1998,MOT,140,432,"1,350",36,"1,958","1,264",54,"1,318","3,276",,,,,,,,,,,
Aug-1998,MSN,"1,326","1,511","5,356",455,"8,648","4,960",202,"5,162","13,810",,,,,,,,,,,
Aug-1998,MSP,"24,828","9,728","7,426",325,"42,307",0,0,0,"42,307",,,,,,,,,,,
Aug-1998,MWA,6,356,"1,420",16,"1,798","2,184",2,"2,186","3,984",,,,,,,,,,,
Aug-1998,MWC,0,12,"6,139",0,"6,151","1,898",0,"1,898","8,049",,,,,,,,,,,
Aug-1998,ORD,"65,052","9,747","2,872",227,"77,898",0,0,0,"77,898",,,,,,,,,,,
Aug-1998,OSH,0,282,"3,312",59,"3,653","5,148",66,"5,214","8,867",,,,,,,,,,,
Aug-1998,OSU,0,149,"6,658",17,"6,824","4,224",0,"4,224","11,048",,,,,,,,,,,
Aug-1998,OWB,202,51,"3,353",78,"3,684","2,086",84,"2,170","5,854",,,,,,,,,,,
Aug-1998,PIA,949,"1,652","3,084",790,"6,475","2,564",432,"2,996","9,471",,,,,,,,,,,
Aug-1998,PTK,28,822,"14,094",13,"14,957","14,928",0,"14,928","29,885",,,,,,,,,,,
Aug-1998,PWK,0,274,"14,347",3,"14,624","5,092",0,"5,092","19,716",,,,,,,,,,,
Aug-1998,RAP,348,"1,022","2,700",120,"4,190","1,517",148,"1,665","5,855",,,,,,,,,,,
Aug-1998,RFD,"1,084",670,"4,983",78,"6,815","3,426",108,"3,534","10,349",,,,,,,,,,,
Aug-1998,RST,717,534,"2,834",122,"4,207","2,967",340,"3,307","7,514",,,,,,,,,,,
Aug-1998,SBN,"1,530","1,426","2,529",0,"5,485","2,290",0,"2,290","7,775",,,,,,,,,,,
Aug-1998,SPI,16,"1,869","3,983",551,"6,419","2,974",468,"3,442","9,861",,,,,,,,,,,
Aug-1998,STP,2,456,"10,174",244,"10,876","6,092",234,"6,326","17,202",,,,,,,,,,,
Aug-1998,TOL,"2,463","1,462","3,002",821,"7,748","2,049",903,"2,952","10,700",,,,,,,,,,,
Aug-1998,TVC,505,"1,734","4,822",427,"7,488","4,126","1,078","5,204","12,692",,,,,,,,,,,
Aug-1998,UGN,0,103,"3,908",26,"4,037","4,945",16,"4,961","8,998",,,,,,,,,,,
Aug-1998,YIP,915,"3,035","7,800",9,"11,759","9,540",0,"9,540","21,299",,,,,,,,,,,
Aug-1998,YNG,176,830,"3,339",823,"5,168","3,284","1,881","5,165","10,333",,,,,,,,,,,
Sep-1998,ANE,0,557,"5,561",36,"6,154","8,296",24,"8,320","14,474",,,,,,,,,,,
Sep-1998,ARB,0,76,"5,561",0,"5,637","8,620",0,"8,620","14,257",,,,,,,,,,,
Sep-1998,ARR,0,21,"4,910",19,"4,950","7,570",18,"7,588","12,538",,,,,,,,,,,
Sep-1998,ATW,713,924,"1,862",4,"3,503","1,258",4,"1,262","4,765",,,,,,,,,,,
Sep-1998,AZO,529,"1,341","3,793",38,"5,701","4,944",0,"4,944","10,645",,,,,,,,,,,
Sep-1998,BIS,100,962,"2,460",276,"3,798",950,182,"1,132","4,930",,,,,,,,,,,
Sep-1998,BKL,8,621,"4,980",90,"5,699","2,986",70,"3,056","8,755",,,,,,,,,,,
Sep-1998,BMI,133,976,"2,959",2,"4,070","2,738",0,"2,738","6,808",,,,,,,,,,,
Sep-1998,BTL,2,114,"4,994",485,"5,595","3,712",240,"3,952","9,547",,,,,,,,,,,
Sep-1998,CAK,682,"1,828","5,598",479,"8,587","4,082",376,"4,458","13,045",,,,,,,,,,,
Sep-1998,CGF,0,288,"4,787",5,"5,080","2,396",0,"2,396","7,476",,,,,,,,,,,
Sep-1998,CGX,0,290,"5,020",8,"5,318",263,4,267,"5,585",,,,,,,,,,,
Sep-1998,CLE,"12,559","10,049","2,957",311,"25,876",22,0,22,"25,898",,,,,,,,,,,
Sep-1998,CMH,"6,298","6,228","5,951",90,"18,567","2,344",48,"2,392","20,959",,,,,,,,,,,
Sep-1998,CMI,135,"1,026","4,359",22,"5,542","5,991",14,"6,005","11,547",,,,,,,,,,,
Sep-1998,CPS,12,699,"6,723",35,"7,469","8,739",2,"8,741","16,210",,,,,,,,,,,
Sep-1998,CWA,733,625,862,50,"2,270",634,66,700,"2,970",,,,,,,,,,,
Sep-1998,DAY,"5,613","3,232","3,948",152,"12,945",570,0,570,"13,515",,,,,,,,,,,
Sep-1998,DEC,0,373,"2,373",329,"3,075","1,598",391,"1,989","5,064",,,,,,,,,,,
Sep-1998,DET,440,997,"7,413",24,"8,874","3,877",6,"3,883","12,757",,,,,,,,,,,
Sep-1998,DLH,225,461,"2,614",432,"3,732","2,348",980,"3,328","7,060",,,,,,,,,,,
Sep-1998,DPA,0,116,"13,137",10,"13,263","7,994",10,"8,004","21,267",,,,,,,,,,,
Sep-1998,DTW,"16,520","6,435","7,989",135,"31,079",0,0,0,"31,079",,,,,,,,,,,
Sep-1998,ENW,4,113,"4,991",4,"5,112","1,854",0,"1,854","6,966",,,,,,,,,,,
Sep-1998,EVV,16,"2,627","2,740",22,"5,405","2,008",22,"2,030","7,435",,,,,,,,,,,
Sep-1998,FAR,349,"1,026","3,620",299,"5,294","3,323",223,"3,546","8,840",,,,,,,,,,,
Sep-1998,FCM,0,392,"11,354",4,"11,750","10,735",16,"10,751","22,501",,,,,,,,,,,
Sep-1998,FNT,422,"1,224","3,221",15,"4,882","8,228",30,"8,258","13,140",,,,,,,,,,,
Sep-1998,FSD,750,"1,795","3,946",414,"6,905","2,267",494,"2,761","9,666",,,,,,,,,,,
Sep-1998,FWA,"1,071","2,069","3,386",261,"6,787","2,895",398,"3,293","10,080",,,,,,,,,,,
Sep-1998,GFK,139,456,"8,109",15,"8,719","17,539",0,"17,539","26,258",,,,,,,,,,,
Sep-1998,GRB,598,935,"1,378",48,"2,959","3,320",17,"3,337","6,296",,,,,,,,,,,
Sep-1998,GRR,"1,814","3,192","4,871",117,"9,994","2,594",300,"2,894","12,888",,,,,,,,,,,
Sep-1998,GYY,18,53,"2,419",23,"2,513","3,016",2,"3,018","5,531",,,,,,,,,,,
Sep-1998,HUF,584,252,"2,198",701,"3,735","1,785",392,"2,177","5,912",,,,,,,,,,,
Sep-1998,IND,"6,404","8,776","4,679",197,"20,056",148,0,148,"20,204",,,,,,,,,,,
Sep-1998,JVL,29,701,"3,772",48,"4,550","1,823",12,"1,835","6,385",,,,,,,,,,,
Sep-1998,JXN,0,37,"3,488",19,"3,544","2,846",2,"2,848","6,392",,,,,,,,,,,
Sep-1998,LAF,2,337,"7,951",5,"8,295","19,325",0,"19,325","27,620",,,,,,,,,,,
Sep-1998,LAN,424,"2,641","4,963",140,"8,168","4,045",150,"4,195","12,363",,,,,,,,,,,
Sep-1998,LSE,58,649,"2,219",51,"2,977","1,567",42,"1,609","4,586",,,,,,,,,,,
Sep-1998,MBS,403,"1,342","2,302",22,"4,069","1,373",18,"1,391","5,460",,,,,,,,,,,
Sep-1998,MDH,0,65,"4,328",424,"4,817","8,284",42,"8,326","13,143",,,,,,,,,,,
Sep-1998,MDW,"11,686","3,978","8,529",133,"24,326",88,8,96,"24,422",,,,,,,,,,,
Sep-1998,MFD,12,491,"2,447",329,"3,279",662,212,874,"4,153",,,,,,,,,,,
Sep-1998,MIC,0,0,"7,602",0,"7,602","11,776",0,"11,776","19,378",,,,,,,,,,,
Sep-1998,MKE,"6,375","7,022","3,911",504,"17,812",580,0,580,"18,392",,,,,,,,,,,
Sep-1998,MKG,6,851,"3,868",204,"4,929","2,585",435,"3,020","7,949",,,,,,,,,,,
Sep-1998,MLI,"1,066",960,"2,935",151,"5,112","2,506",102,"2,608","7,720",,,,,,,,,,,
Sep-1998,MOT,78,467,"1,229",19,"1,793","1,368",54,"1,422","3,215",,,,,,,,,,,
Sep-1998,MSN,"1,013","1,445","5,552",506,"8,516","4,240",254,"4,494","13,010",,,,,,,,,,,
Sep-1998,MSP,"14,931","6,264","6,970",275,"28,440",0,0,0,"28,440",,,,,,,,,,,
Sep-1998,MWA,4,376,"1,627",4,"2,011","3,468",0,"3,468","5,479",,,,,,,,,,,
Sep-1998,MWC,0,7,"6,016",0,"6,023","1,776",0,"1,776","7,799",,,,,,,,,,,
Sep-1998,ORD,"61,640","10,450","3,473",121,"75,684",0,0,0,"75,684",,,,,,,,,,,
Sep-1998,OSH,0,278,"2,548",44,"2,870","4,225",92,"4,317","7,187",,,,,,,,,,,
Sep-1998,OSU,0,188,"6,657",25,"6,870","4,560",0,"4,560","11,430",,,,,,,,,,,
Sep-1998,OWB,110,149,"3,206",122,"3,587","1,832",96,"1,928","5,515",,,,,,,,,,,
Sep-1998,PIA,967,"1,193","2,928",793,"5,881","1,614",644,"2,258","8,139",,,,,,,,,,,
Sep-1998,PTK,31,977,"15,417",13,"16,438","16,692",20,"16,712","33,150",,,,,,,,,,,
Sep-1998,PWK,0,235,"13,496",0,"13,731","4,512",0,"4,512","18,243",,,,,,,,,,,
Sep-1998,RAP,245,821,"2,414",172,"3,652","1,516",64,"1,580","5,232",,,,,,,,,,,
Sep-1998,RFD,"1,134",559,"5,257",76,"7,026","3,790",94,"3,884","10,910",,,,,,,,,,,
Sep-1998,RST,613,396,"2,904",98,"4,011","3,392",332,"3,724","7,735",,,,,,,,,,,
Sep-1998,SBN,"1,446","1,371","3,214",68,"6,099","2,636",0,"2,636","8,735",,,,,,,,,,,
Sep-1998,SPI,3,"1,892","4,210",428,"6,533","2,208",312,"2,520","9,053",,,,,,,,,,,
Sep-1998,STP,0,520,"9,303",483,"10,306","5,076",554,"5,630","15,936",,,,,,,,,,,
Sep-1998,TOL,"2,407","1,278","3,333",952,"7,970","2,301",958,"3,259","11,229",,,,,,,,,,,
Sep-1998,TVC,308,"1,529","4,335",236,"6,408","4,668","1,204","5,872","12,280",,,,,,,,,,,
Sep-1998,UGN,0,72,"3,900",27,"3,999","4,824",0,"4,824","8,823",,,,,,,,,,,
Sep-1998,YIP,"1,080","3,203","7,605",2,"11,890","8,050",0,"8,050","19,940",,,,,,,,,,,
Sep-1998,YNG,140,738,"3,195",848,"4,921","3,064","2,070","5,134","10,055",,,,,,,,,,,
Oct-1998,ANE,0,357,"5,075",22,"5,454","7,090",10,"7,100","12,554",,,,,,,,,,,
Oct-1998,ARB,0,69,"4,554",0,"4,623","7,338",0,"7,338","11,961",,,,,,,,,,,
Oct-1998,ARR,0,41,"4,852",9,"4,902","6,552",31,"6,583","11,485",,,,,,,,,,,
Oct-1998,ATW,734,"1,342","2,077",2,"4,155","1,206",0,"1,206","5,361",,,,,,,,,,,
Oct-1998,AZO,641,"1,545","3,377",4,"5,567","3,672",0,"3,672","9,239",,,,,,,,,,,
Oct-1998,BIS,211,909,"2,263",179,"3,562",740,346,"1,086","4,648",,,,,,,,,,,
Oct-1998,BKL,4,584,"4,548",48,"5,184","4,167",0,"4,167","9,351",,,,,,,,,,,
Oct-1998,BMI,130,"1,199","2,739",17,"4,085","2,039",0,"2,039","6,124",,,,,,,,,,,
Oct-1998,BTL,8,110,"4,422",253,"4,793","3,986",36,"4,022","8,815",,,,,,,,,,,
Oct-1998,CAK,659,"1,961","5,579",307,"8,506","3,516",416,"3,932","12,438",,,,,,,,,,,
Oct-1998,CGF,0,265,"4,229",2,"4,496","1,984",0,"1,984","6,480",,,,,,,,,,,
Oct-1998,CGX,0,324,"4,159",29,"4,512",94,2,96,"4,608",,,,,,,,,,,
Oct-1998,CLE,"13,377","10,676","2,906",298,"27,257",28,0,28,"27,285",,,,,,,,,,,
Oct-1998,CMH,"6,936","6,199","7,103",42,"20,280","2,425",104,"2,529","22,809",,,,,,,,,,,
Oct-1998,CMI,121,"1,284","4,536",23,"5,964","7,170",0,"7,170","13,134",,,,,,,,,,,
Oct-1998,CPS,0,458,"5,571",28,"6,057","9,470",16,"9,486","15,543",,,,,,,,,,,
Oct-1998,CWA,"1,073",664,830,26,"2,593",376,34,410,"3,003",,,,,,,,,,,
Oct-1998,DAY,"6,156","3,432","3,524",117,"13,229",500,0,500,"13,729",,,,,,,,,,,
Oct-1998,DEC,0,451,"2,454",389,"3,294","1,462",387,"1,849","5,143",,,,,,,,,,,
Oct-1998,DET,414,704,"6,977",54,"8,149","3,015",14,"3,029","11,178",,,,,,,,,,,
Oct-1998,DLH,709,555,"1,919",428,"3,611","1,772",462,"2,234","5,845",,,,,,,,,,,
Oct-1998,DPA,0,64,"12,670",0,"12,734","8,119",0,"8,119","20,853",,,,,,,,,,,
Oct-1998,DTW,"31,156","10,472","7,378",119,"49,125",0,0,0,"49,125",,,,,,,,,,,
Oct-1998,ENW,4,129,"4,504",12,"4,649","2,031",0,"2,031","6,680",,,,,,,,,,,
Oct-1998,EVV,124,"2,772","3,217",10,"6,123","2,279",0,"2,279","8,402",,,,,,,,,,,
Oct-1998,FAR,615,"1,141","2,776",290,"4,822","2,713",144,"2,857","7,679",,,,,,,,,,,
Oct-1998,FCM,0,189,"9,556",17,"9,762","7,952",244,"8,196","17,958",,,,,,,,,,,
Oct-1998,FNT,623,"1,347","3,106",20,"5,096","7,670",50,"7,720","12,816",,,,,,,,,,,
Oct-1998,FSD,958,"1,859","3,555",373,"6,745","1,887",279,"2,166","8,911",,,,,,,,,,,
Oct-1998,FWA,983,"2,255","3,496",232,"6,966","3,331",284,"3,615","10,581",,,,,,,,,,,
Oct-1998,GFK,267,565,"6,916",15,"7,763","13,114",0,"13,114","20,877",,,,,,,,,,,
Oct-1998,GRB,889,"1,038","1,382",30,"3,339","3,110",0,"3,110","6,449",,,,,,,,,,,
Oct-1998,GRR,"2,255","3,340","4,771",124,"10,490","1,955",926,"2,881","13,371",,,,,,,,,,,
Oct-1998,GYY,54,57,"2,081",13,"2,205","2,443",23,"2,466","4,671",,,,,,,,,,,
Oct-1998,HUF,646,241,"1,950",487,"3,324","2,015",318,"2,333","5,657",,,,,,,,,,,
Oct-1998,IND,"7,081","9,438","4,733",223,"21,475",176,4,180,"21,655",,,,,,,,,,,
Oct-1998,JVL,17,855,"3,665",10,"4,547","1,898",0,"1,898","6,445",,,,,,,,,,,
Oct-1998,JXN,0,56,"3,388",26,"3,470","2,818",0,"2,818","6,288",,,,,,,,,,,
Oct-1998,LAF,13,417,"5,995",6,"6,431","10,493",0,"10,493","16,924",,,,,,,,,,,
Oct-1998,LAN,789,"2,712","5,067",157,"8,725","3,727",204,"3,931","12,656",,,,,,,,,,,
Oct-1998,LSE,123,833,"1,950",124,"3,030","1,379",54,"1,433","4,463",,,,,,,,,,,
Oct-1998,MBS,662,"1,286","2,280",48,"4,276","1,869",4,"1,873","6,149",,,,,,,,,,,
Oct-1998,MDH,0,48,"4,637",6,"4,691","13,190",0,"13,190","17,881",,,,,,,,,,,
Oct-1998,MDW,"12,692","3,775","8,107",95,"24,669",114,0,114,"24,783",,,,,,,,,,,
Oct-1998,MFD,3,214,"2,058",297,"2,572",842,298,"1,140","3,712",,,,,,,,,,,
Oct-1998,MIC,0,1,"6,253",8,"6,262","9,721",310,"10,031","16,293",,,,,,,,,,,
Oct-1998,MKE,"7,052","7,435","3,355",472,"18,314",528,0,528,"18,842",,,,,,,,,,,
Oct-1998,MKG,3,"1,072","3,950",545,"5,570","3,354",630,"3,984","9,554",,,,,,,,,,,
Oct-1998,MLI,"1,164","1,058","2,359",276,"4,857","2,158",176,"2,334","7,191",,,,,,,,,,,
Oct-1998,MOT,151,462,994,37,"1,644","1,296",258,"1,554","3,198",,,,,,,,,,,
Oct-1998,MSN,"1,541","1,444","5,206",511,"8,702","4,065",277,"4,342","13,044",,,,,,,,,,,
Oct-1998,MSP,"26,499","10,027","5,629",304,"42,459",0,0,0,"42,459",,,,,,,,,,,
Oct-1998,MWA,2,482,"1,630",2,"2,116","3,504",0,"3,504","5,620",,,,,,,,,,,
Oct-1998,MWC,0,6,"5,498",0,"5,504","1,863",2,"1,865","7,369",,,,,,,,,,,
Oct-1998,ORD,"64,230","11,214","3,308",161,"78,913",0,0,0,"78,913",,,,,,,,,,,
Oct-1998,OSH,2,316,"2,630",82,"3,030","3,329",90,"3,419","6,449",,,,,,,,,,,
Oct-1998,OSU,0,166,"6,378",25,"6,569","5,442",0,"5,442","12,011",,,,,,,,,,,
Oct-1998,OWB,221,192,"3,490",92,"3,995","2,586",106,"2,692","6,687",,,,,,,,,,,
Oct-1998,PIA,"1,197","1,446","2,981",773,"6,397","1,300",330,"1,630","8,027",,,,,,,,,,,
Oct-1998,PTK,25,908,"14,150",2,"15,085","14,469",0,"14,469","29,554",,,,,,,,,,,
Oct-1998,PWK,0,201,"12,109",5,"12,315","4,592",0,"4,592","16,907",,,,,,,,,,,
Oct-1998,RAP,363,897,"1,806",119,"3,185","1,504",70,"1,574","4,759",,,,,,,,,,,
Oct-1998,RFD,"1,170",848,"4,644",185,"6,847","2,974",284,"3,258","10,105",,,,,,,,,,,
Oct-1998,RST,784,564,"2,405",93,"3,846","1,943",235,"2,178","6,024",,,,,,,,,,,
Oct-1998,SBN,"1,553","1,560","3,081",0,"6,194","1,634",0,"1,634","7,828",,,,,,,,,,,
Oct-1998,SPI,13,"1,979","4,002",385,"6,379","2,200",340,"2,540","8,919",,,,,,,,,,,
Oct-1998,STP,0,502,"8,457",415,"9,374","4,928",730,"5,658","15,032",,,,,,,,,,,
Oct-1998,TOL,"2,416","1,598","3,129",610,"7,753","2,175",701,"2,876","10,629",,,,,,,,,,,
Oct-1998,TVC,241,"1,750","4,185",269,"6,445","4,952",820,"5,772","12,217",,,,,,,,,,,
Oct-1998,UGN,0,69,"3,669",31,"3,769","4,030",0,"4,030","7,799",,,,,,,,,,,
Oct-1998,YIP,"1,125","3,413","5,194",1,"9,733","7,010",0,"7,010","16,743",,,,,,,,,,,
Oct-1998,YNG,180,915,"3,031",868,"4,994","3,456","1,884","5,340","10,334",,,,,,,,,,,
Nov-1998,ANE,0,319,"4,389",29,"4,737","6,142",46,"6,188","10,925",,,,,,,,,,,
Nov-1998,ARB,0,123,"3,915",0,"4,038","6,294",0,"6,294","10,332",,,,,,,,,,,
Nov-1998,ARR,0,24,"4,154",4,"4,182","6,083",0,"6,083","10,265",,,,,,,,,,,
Nov-1998,ATW,658,"1,277","1,476",3,"3,414",768,8,776,"4,190",,,,,,,,,,,
Nov-1998,AZO,645,"1,434","2,796",19,"4,894","2,875",0,"2,875","7,769",,,,,,,,,,,
Nov-1998,BIS,238,750,"1,749",168,"2,905",918,310,"1,228","4,133",,,,,,,,,,,
Nov-1998,BKL,4,511,"3,194",27,"3,736","2,604",0,"2,604","6,340",,,,,,,,,,,
Nov-1998,BMI,182,"1,152","2,527",21,"3,882","1,942",0,"1,942","5,824",,,,,,,,,,,
Nov-1998,BTL,0,102,"3,519",403,"4,024","4,641",28,"4,669","8,693",,,,,,,,,,,
Nov-1998,CAK,633,"1,738","4,253",383,"7,007","2,780","1,880","4,660","11,667",,,,,,,,,,,
Nov-1998,CGF,0,228,"3,480",2,"3,710","1,734",0,"1,734","5,444",,,,,,,,,,,
Nov-1998,CGX,0,296,"2,632",0,"2,928",148,0,148,"3,076",,,,,,,,,,,
Nov-1998,CLE,"8,806","13,645","2,485",223,"25,159",0,0,0,"25,159",,,,,,,,,,,
Nov-1998,CMH,"6,412","5,841","6,258",34,"18,545","1,757",100,"1,857","20,402",,,,,,,,,,,
Nov-1998,CMI,112,"1,178","3,362",16,"4,668","9,162",5,"9,167","13,835",,,,,,,,,,,
Nov-1998,CPS,0,410,"4,501",33,"4,944","6,964",16,"6,980","11,924",,,,,,,,,,,
Nov-1998,CWA,"1,030",590,692,48,"2,360",214,50,264,"2,624",,,,,,,,,,,
Nov-1998,DAY,"5,096","3,311","3,227",95,"11,729",498,0,498,"12,227",,,,,,,,,,,
Nov-1998,DEC,0,549,"1,735",333,"2,617","1,237",311,"1,548","4,165",,,,,,,,,,,
Nov-1998,DET,432,711,"6,372",83,"7,598","2,867",0,"2,867","10,465",,,,,,,,,,,
Nov-1998,DLH,659,539,"1,424",312,"2,934","1,226",572,"1,798","4,732",,,,,,,,,,,
Nov-1998,DPA,0,48,"11,259",9,"11,316","8,358",0,"8,358","19,674",,,,,,,,,,,
Nov-1998,DTW,"25,447","14,020","6,237",123,"45,827",0,0,0,"45,827",,,,,,,,,,,
Nov-1998,ENW,2,115,"3,959",32,"4,108","1,588",0,"1,588","5,696",,,,,,,,,,,
Nov-1998,EVV,61,"2,636","2,995",204,"5,896","2,124",16,"2,140","8,036",,,,,,,,,,,
Nov-1998,FAR,654,"1,061","2,170",181,"4,066","2,134",90,"2,224","6,290",,,,,,,,,,,
Nov-1998,FCM,0,46,"8,286",0,"8,332","6,930",10,"6,940","15,272",,,,,,,,,,,
Nov-1998,FNT,675,"1,266","2,534",19,"4,494","6,198",28,"6,226","10,720",,,,,,,,,,,
Nov-1998,FSD,939,"1,536","2,919",200,"5,594","1,841",145,"1,986","7,580",,,,,,,,,,,
Nov-1998,FWA,"1,009","2,250","2,856",282,"6,397","2,530",358,"2,888","9,285",,,,,,,,,,,
Nov-1998,GFK,266,502,"4,357",15,"5,140","8,924",0,"8,924","14,064",,,,,,,,,,,
Nov-1998,GRB,841,939,"1,295",28,"3,103","2,191",14,"2,205","5,308",,,,,,,,,,,
Nov-1998,GRR,"2,041","3,064","3,718",69,"8,892",795,948,"1,743","10,635",,,,,,,,,,,
Nov-1998,GYY,10,36,"1,549",10,"1,605","1,987",0,"1,987","3,592",,,,,,,,,,,
Nov-1998,HUF,538,230,"1,736",522,"3,026","1,617",230,"1,847","4,873",,,,,,,,,,,
Nov-1998,IND,"5,542","9,565","4,084",146,"19,337",120,0,120,"19,457",,,,,,,,,,,
Nov-1998,JVL,63,727,"3,903",32,"4,725","2,104",10,"2,114","6,839",,,,,,,,,,,
Nov-1998,JXN,0,141,"3,142",12,"3,295","2,172",8,"2,180","5,475",,,,,,,,,,,
Nov-1998,LAF,4,399,"5,165",4,"5,572","8,534",0,"8,534","14,106",,,,,,,,,,,
Nov-1998,LAN,790,"2,770","3,137",177,"6,874","2,275",112,"2,387","9,261",,,,,,,,,,,
Nov-1998,LSE,118,802,"1,394",25,"2,339","1,186",20,"1,206","3,545",,,,,,,,,,,
Nov-1998,MBS,642,"1,058","1,604",14,"3,318","1,519",0,"1,519","4,837",,,,,,,,,,,
Nov-1998,MDH,0,23,"3,116",20,"3,159","8,482",1,"8,483","11,642",,,,,,,,,,,
Nov-1998,MDW,"11,910","3,479","6,982",117,"22,488",517,0,517,"23,005",,,,,,,,,,,
Nov-1998,MFD,1,229,"2,123",375,"2,728",660,346,"1,006","3,734",,,,,,,,,,,
Nov-1998,MIC,0,2,"4,867",2,"4,871","7,193",0,"7,193","12,064",,,,,,,,,,,
Nov-1998,MKE,"6,926","6,369","2,952",342,"16,589",364,0,364,"16,953",,,,,,,,,,,
Nov-1998,MKG,8,"1,012","2,853",150,"4,023","1,918",218,"2,136","6,159",,,,,,,,,,,
Nov-1998,MLI,"1,149",861,"2,075",82,"4,167","1,450",120,"1,570","5,737",,,,,,,,,,,
Nov-1998,MOT,138,403,543,29,"1,113",976,38,"1,014","2,127",,,,,,,,,,,
Nov-1998,MSN,"1,421","1,413","4,171",322,"7,327","3,384",62,"3,446","10,773",,,,,,,,,,,
Nov-1998,MSP,"23,340","9,281","6,938",223,"39,782",0,0,0,"39,782",,,,,,,,,,,
Nov-1998,MWA,2,372,"1,259",0,"1,633","2,490",0,"2,490","4,123",,,,,,,,,,,
Nov-1998,MWC,0,3,"4,744",2,"4,749","1,520",0,"1,520","6,269",,,,,,,,,,,
Nov-1998,ORD,"60,289","10,834","2,842",58,"74,023",0,0,0,"74,023",,,,,,,,,,,
Nov-1998,OSH,50,276,"2,016",60,"2,402","2,308",88,"2,396","4,798",,,,,,,,,,,
Nov-1998,OSU,0,135,"5,750",22,"5,907","4,206",8,"4,214","10,121",,,,,,,,,,,
Nov-1998,OWB,206,178,"2,917",71,"3,372","2,132",58,"2,190","5,562",,,,,,,,,,,
Nov-1998,PIA,"1,075","1,385","2,589",646,"5,695","1,344",398,"1,742","7,437",,,,,,,,,,,
Nov-1998,PTK,29,695,"11,021",6,"11,751","12,440",0,"12,440","24,191",,,,,,,,,,,
Nov-1998,PWK,0,281,"10,475",3,"10,759","3,551",6,"3,557","14,316",,,,,,,,,,,
Nov-1998,RAP,243,931,"1,471",114,"2,759","1,354",84,"1,438","4,197",,,,,,,,,,,
Nov-1998,RFD,"1,088",705,"3,720",76,"5,589","2,802",78,"2,880","8,469",,,,,,,,,,,
Nov-1998,RST,723,426,"1,900",78,"3,127","1,479",304,"1,783","4,910",,,,,,,,,,,
Nov-1998,SBN,"1,444","1,445","2,551",0,"5,440","1,766",0,"1,766","7,206",,,,,,,,,,,
