Date,Facility,,,,Military,Total,Civil,Military,Total,
,,Carrier,Taxi,Aviation,,,,,,Operations
Aug-2005,LNS,0,436,"5,282",90,"5,808","4,421",102,"4,523","10,331"
Aug-2005,LWB,134,326,"1,249",65,"1,774",764,"1,498","2,262","4,036"
Aug-2005,LYH,0,621,"1,936",65,"2,622","1,128",20,"1,148","3,770"
Aug-2005,MDT,816,"3,391","1,153",222,"5,582",308,391,699,"6,281"
Aug-2005,MGW,0,927,"1,740",179,"2,846",912,70,982,"3,828"
Aug-2005,MMU,0,"1,203","12,030",74,"13,307","6,347",0,"6,347","19,654"
Aug-2005,MTN,0,328,"4,541",338,"5,207","2,654",114,"2,768","7,975"
Aug-2005,ORF,"2,473","4,477","2,855",120,"9,925",793,589,"1,382","11,307"
Aug-2005,PHF,733,"1,479","4,846","1,237","8,295","6,882","3,014","9,896","18,191"
Aug-2005,PHL,"25,451","18,937","2,174",147,"46,709",0,0,0,"46,709"
Aug-2005,PIT,"6,869","13,840","1,554",924,"23,187",0,0,0,"23,187"
Aug-2005,PKB,0,429,"1,607",245,"2,281",954,518,"1,472","3,753"
Aug-2005,PNE,0,528,"6,137",0,"6,665","3,338",0,"3,338","10,003"
Aug-2005,POU,0,54,"3,635",8,"3,697","5,806",150,"5,956","9,653"
Aug-2005,RDG,0,508,"4,211",132,"4,851","5,250",340,"5,590","10,441"
Aug-2005,RIC,"2,402","5,762","1,902",636,"10,702",239,379,618,"11,320"
Aug-2005,ROA,229,"3,023","2,169",110,"5,531","2,442",14,"2,456","7,987"
Aug-2005,ROC,"3,612","3,341","2,713",127,"9,793","4,503",286,"4,789","14,582"
Aug-2005,SBY,0,655,"2,177",277,"3,109","1,110",522,"1,632","4,741"
Aug-2005,SWF,310,"1,771","3,456",456,"5,993","3,670",396,"4,066","10,059"
Aug-2005,SYR,"1,933","4,100","3,680",632,"10,345",822,534,"1,356","11,701"
Aug-2005,TEB,0,"5,828","10,493",30,"16,351",6,0,6,"16,357"
Aug-2005,TTN,0,580,"5,267",275,"6,122","2,592",0,"2,592","8,714"
Aug-2005,UCA,4,258,"2,383",184,"2,829","3,523",162,"3,685","6,514"
